"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","prolific_id","att_1","att_2","interest_1","meeting","q2","comp","spec_1_1","spec_2_1","spec_3_1","spec_4_1","AI_Familiarity_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID"
"2024-05-21 15:59:42","2024-05-21 16:02:35","IP Address","100","173","True","2024-05-21 16:02:35","R_6IRT8s5Onaq5SMh","","","","","anonymous","EN","I agree","66202f08e4b055dd61424c5f","Paul","Purple","No","No","no ","The course is on Mastering Online Income","63","61","51","60","97","Female","","White or European","","41","Some College","","66202f08e4b055dd61424c5f"
"2024-05-21 15:58:49","2024-05-21 16:02:36","IP Address","100","227","True","2024-05-21 16:02:37","R_1H6lG9G1koooNCw","","","","","anonymous","EN","I agree","628e83693205e28ac9e69ae7","Paul","Purple","Yes","No","No","The course is on Mastering Online Income","61","29","74","30","64","Male","","White or European","","38","Vocational/Technical School (2 year)","","628e83693205e28ac9e69ae7"
"2024-05-21 16:00:06","2024-05-21 16:02:37","IP Address","100","151","True","2024-05-21 16:02:37","R_5Mri0In0QjwyWsg","","","","","anonymous","EN","I agree","6398db762e009c7af9e1da88","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","100","50","50","0","70","Male","","White or European","","49","High School or Equivalent","","6398db762e009c7af9e1da88"
"2024-05-21 15:59:17","2024-05-21 16:02:37","IP Address","100","199","True","2024-05-21 16:02:38","R_3MSsmdWC9KbMqjG","","","","","anonymous","EN","I agree","64451c0fc0996ad3708184b9","Paul","Purple","No","Yes","no","The course is on Mastering Online Income","80","0","50","0","60","Female","","White or European","","49","Masters Degree (MS)","","64451c0fc0996ad3708184b9"
"2024-05-21 16:00:20","2024-05-21 16:02:43","IP Address","100","143","True","2024-05-21 16:02:44","R_324RizJpi69Qe1S","","","","","anonymous","EN","I agree","60b9bb59251f1f055eddce4b","Paul","Purple","No","No","uncanny valley","The course is on Mastering Online Income","100","0","11","0","35","Prefer not to disclose","","White or European","","31","College Graduate (4 year)","","60b9bb59251f1f055eddce4b"
"2024-05-21 15:59:07","2024-05-21 16:02:46","IP Address","100","219","True","2024-05-21 16:02:47","R_1JlKXmHXtvpqQEM","","","","","anonymous","EN","I agree","583b16903d6baa00011999aa","Paul","Purple","No","Yes","It seemed almost like it was AI but maybe it was just me","The course is on Mastering Online Income","81","84","73","17","81","Male","","White or European","","34","Some College","","583b16903d6baa00011999aa"
"2024-05-21 15:58:26","2024-05-21 16:02:56","IP Address","100","270","True","2024-05-21 16:02:57","R_7R48k9ikdgEgxZN","","","","","anonymous","EN","I agree","63d2d7bd44eedce64bd30c9c","Paul","Purple","No","No","no","The course is on Mastering Online Income","60","70","60","60","60","Male","","White or European","","22","Some College","","63d2d7bd44eedce64bd30c9c"
"2024-05-21 16:00:05","2024-05-21 16:03:21","IP Address","100","195","True","2024-05-21 16:03:21","R_6LqBfz1KZjNtLFX","","","","","anonymous","EN","I agree","5f3678f5997c28018ad180d5","Paul","Purple","No","No","no","The course is on Mastering Online Income","71","50","19","50","63","Female","","White or European","","64","College Graduate (4 year)","","5f3678f5997c28018ad180d5"
"2024-05-21 16:01:35","2024-05-21 16:03:22","IP Address","100","106","True","2024-05-21 16:03:22","R_1VKknmdonDRJARi","","","","","anonymous","EN","I agree","651d2cdc7b87b2219dde8dd8","Paul","Purple","No","No","He doesn't seem real to be honest","The course is on Mastering Online Income","56","36","34","36","57","Male","","Asian","","19","High School or Equivalent","","651d2cdc7b87b2219dde8dd8"
"2024-05-21 16:00:26","2024-05-21 16:03:29","IP Address","100","182","True","2024-05-21 16:03:29","R_6ZkKR0yUW21RU41","","","","","anonymous","EN","I agree","629905766de57eaa15e73261","Paul","Purple","No","Yes","It seemed like the voice was dubbed in.","The course is on Mastering Online Income","100","25","100","0","60","Female","","White or European","","51","College Graduate (4 year)","","629905766de57eaa15e73261"
"2024-05-21 16:01:00","2024-05-21 16:03:43","IP Address","100","162","True","2024-05-21 16:03:43","R_33DrzTTbE023ExO","","","","","anonymous","EN","I agree","580bea98827ca10001db514e","Paul","Purple","No","Yes","yes. it was AI","The course is on Mastering Online Income","79","26","38","43","71","Male","","Black or African American","","55","College Graduate (4 year)","","580bea98827ca10001db514e"
"2024-05-21 15:59:31","2024-05-21 16:03:53","IP Address","100","262","True","2024-05-21 16:03:54","R_3kzcyCCdiCn4WZP","","","","","anonymous","EN","I agree","62c788d0cd6dc75c2c3a8fc7","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","60","76","50","25","70","Male","","White or European","","75","Masters Degree (MS)","","62c788d0cd6dc75c2c3a8fc7"
"2024-05-21 16:00:58","2024-05-21 16:04:01","IP Address","100","182","True","2024-05-21 16:04:02","R_1KSSG7U3GZSz0R3","","","","","anonymous","EN","I agree","643ebf44db98b64228ffb5a1","Paul","Purple","No","No","No","The course is on Mastering Online Income","0","100","100","0","80","Male","","White or European","","58","Some College","","643ebf44db98b64228ffb5a1"
"2024-05-21 15:58:22","2024-05-21 16:04:08","IP Address","100","345","True","2024-05-21 16:04:08","R_51gc2QTEkN57l4Z","","","","","anonymous","EN","I agree","660093173d5410e1b22b64e5","Paul","Purple","No","No","the off movement of him, the way his eyes looked and the voice","The course is on the Principles of Microeconomics","50","50","60","0","71","Male","","White or European","","25","High School or Equivalent","","660093173d5410e1b22b64e5"
"2024-05-21 15:58:09","2024-05-21 16:04:09","IP Address","100","359","True","2024-05-21 16:04:09","R_3IFa3LG3awtmeNX","","","","","anonymous","EN","I agree","5c5c451500b69200011bb8bf","Paul","Purple","Yes","Yes","The lips seemed deepfaked.","The course is on Mastering Online Income","89","100","96","6","83","Male","","Asian","","32","College Graduate (4 year)","","5c5c451500b69200011bb8bf"
"2024-05-21 15:59:12","2024-05-21 16:04:11","IP Address","100","299","True","2024-05-21 16:04:11","R_30SOWzBfOvXAb94","","","","","anonymous","EN","I agree","63619eb02e5bd8f4f7bd138a","Paul","Purple","Yes","No","The person in the video was AI and not a real person.","The course is on Mastering Online Income","50","50","50","0","100","Male","","White or European","","27","High School or Equivalent","","63619eb02e5bd8f4f7bd138a"
"2024-05-21 16:02:03","2024-05-21 16:04:18","IP Address","100","135","True","2024-05-21 16:04:19","R_1uyutou4i5HfClL","","","","","anonymous","EN","I agree","56b43607c54e3c000d3c9b0b","Paul","Purple","No","No","I didn't notice anything unusual.","The course is on the Principles of Microeconomics","70","68","76","26","29","Male","","Asian","","33","College Graduate (4 year)","","56b43607c54e3c000d3c9b0b"
"2024-05-21 16:01:30","2024-05-21 16:04:19","IP Address","100","168","True","2024-05-21 16:04:19","R_724XWh8rZwn70TT","","","","","anonymous","EN","I agree","661a38cd3b483dbdaafbf325","Paul","Purple","No","No","Yes, the professor came off as very robotic.","The course is on Mastering Online Income","100","50","50","0","75","Male","","Asian","","33","College Graduate (4 year)","","661a38cd3b483dbdaafbf325"
"2024-05-21 16:00:39","2024-05-21 16:04:26","IP Address","100","226","True","2024-05-21 16:04:27","R_7fdhsZmqZwBsV9a","","","","","anonymous","EN","I agree","5e4ce9f61ed105137dfcc91d","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","50","32","50","40","66","Female","","Hispanic or Latino","","33","High School or Equivalent","","5e4ce9f61ed105137dfcc91d"
"2024-05-21 16:02:14","2024-05-21 16:04:28","IP Address","100","134","True","2024-05-21 16:04:29","R_3n7pOHCsGXm0MKd","","","","","anonymous","EN","I agree","63e573b546bc72bbe9bffc5f","Paul","Purple","No","No","He felt kind of robotic","The course is on Mastering Online Income","75","36","65","26","60","Female","","White or European","","33","College Graduate (4 year)","","63e573b546bc72bbe9bffc5f"
"2024-05-21 16:01:44","2024-05-21 16:04:31","IP Address","100","167","True","2024-05-21 16:04:33","R_7HObcHTS9BFQWZi","","","","","anonymous","EN","I agree","662aee227de0e184f1a6214d","Paul","Purple","No","No","It paused itself halfway through.","The course is on Mastering Online Income","70","50","50","25","71","Female","","Mixed","","45","Some College","","662aee227de0e184f1a6214d"
"2024-05-21 15:58:09","2024-05-21 16:04:46","IP Address","100","396","True","2024-05-21 16:04:46","R_3GwypHJQiCRwFH9","","","","","anonymous","EN","I agree","5ceef5a66441f4000139711f","Paul","Purple","Yes","No","I thought the professor might be an AI character, but I am unsure.","The course is on Mastering Online Income","100","0","100","0","50","Female","","White or European","","56","Some College","","5ceef5a66441f4000139711f"
"2024-05-21 15:59:30","2024-05-21 16:05:49","IP Address","100","379","True","2024-05-21 16:05:50","R_5opBWQTO9pReLYJ","","","","","anonymous","EN","I agree","66310fab2a922f690f0bdc97","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","60","10","30","60","70","Male","","Asian","","29","Masters Degree (MS)","","66310fab2a922f690f0bdc97"
"2024-05-21 15:58:41","2024-05-21 16:05:49","IP Address","100","428","True","2024-05-21 16:05:50","R_57wVQNbQcDQ59Td","","","","","anonymous","EN","I agree","5d2f054b1dde3600015e43d9","Paul","Green","Yes","Yes","No","The course is on Mastering Online Income","75","20","40","85","80","Male","","White or European","","52","Some College","","5d2f054b1dde3600015e43d9"
"2024-05-21 16:03:21","2024-05-21 16:05:57","IP Address","100","156","True","2024-05-21 16:05:58","R_5dY9MREhSvsSZsh","","","","","anonymous","EN","I agree","6587b505f2cfb9e8264257a4","Paul","Purple","No","No","No","The course is on the Principles of Microeconomics","50","60","50","60","61","Male","","Hispanic or Latino","","21","Some College","","6587b505f2cfb9e8264257a4"
"2024-05-21 16:01:57","2024-05-21 16:05:58","IP Address","100","240","True","2024-05-21 16:05:58","R_5Rp43WqDcWzDeRX","","","","","anonymous","EN","I agree","5bd914e9a0e4d80001a405a0","Paul","Purple","Yes","Yes","nothing unusual ","The course is on Mastering Online Income","85","89","60","19","80","Male","","Mixed","","53","Some College","","5bd914e9a0e4d80001a405a0"
"2024-05-21 15:58:47","2024-05-21 16:06:25","IP Address","100","457","True","2024-05-21 16:06:25","R_6DkcA50wWVX6LzO","","","","","anonymous","EN","I agree","629fb59ba81f4f5791475548","Paul","Purple","Yes","Yes","no","The course is on Open Innovation","24","85","71","7","75","Male","","Black or African American","","50","College Graduate (4 year)","","629fb59ba81f4f5791475548"
"2024-05-21 16:02:00","2024-05-21 16:06:34","IP Address","100","274","True","2024-05-21 16:06:34","R_5lGiRO3xa660ohG","","","","","anonymous","EN","I agree","609ec5e8e5a3da020adefde8","Paul","Purple","No","No","No, I did not.","The course is on Mastering Online Income","100","71","71","50","69","Female","","Black or African American","","34","College Graduate (4 year)","","609ec5e8e5a3da020adefde8"
"2024-05-21 16:00:01","2024-05-21 16:06:43","IP Address","100","402","True","2024-05-21 16:06:43","R_6tsV5ov2CYDGE0s","","","","","anonymous","EN","I agree","5e3ca01524984509ccbc1656","Paul","Purple","No","No","No","The course is on Open Innovation","42","84","55","72","100","Male","","White or European","","21","Some College","","5e3ca01524984509ccbc1656"
"2024-05-21 16:01:11","2024-05-21 16:08:22","IP Address","100","430","True","2024-05-21 16:08:22","R_5J2ZdkUYgxvKbdP","","","","","anonymous","EN","I agree","5ead45a386fbbe3c8eebe510","Paul","Purple","Yes","Yes","No.","The course is on Mastering Online Income","88","75","36","32","60","Male","","Hispanic or Latino","","27","College Graduate (4 year)","","5ead45a386fbbe3c8eebe510"
"2024-05-21 16:06:38","2024-05-21 16:09:46","IP Address","100","187","True","2024-05-21 16:09:47","R_7PXgsiwvhBaNDVG","","","","","anonymous","EN","I agree","5c8c691c88549d0001e84bf6","Paul","Green","Yes","Yes","Yes, the voice did not seem to match the video. Was a little off, voice did not match the pictured person.","The course is on Mastering Online Income","86","30","50","18","76","Male","","White or European","","46","College Graduate (4 year)","","5c8c691c88549d0001e84bf6"
"2024-05-21 16:02:17","2024-05-21 16:09:52","IP Address","100","454","True","2024-05-21 16:09:52","R_31YJ45CWW8MzaF3","","","","","anonymous","EN","I agree","654a2cd129403e4f45596b55","Paul","Purple","Yes","No","Yes, it's uncanny, it's obvious he's an AI creation, and his voice is just barely not human.","The course is on Mastering Online Income","100","80","60","0","82","Male","","White or European","","24","Vocational/Technical School (2 year)","","654a2cd129403e4f45596b55"
"2024-05-21 16:06:40","2024-05-21 16:10:04","IP Address","100","204","True","2024-05-21 16:10:05","R_78ogYZKSVBVtCQ9","","","","","anonymous","EN","I agree","5efe5679c3d6bf16d5af6ba6","Paul","Purple","No","No","Sounded like he was short of breath; he also had a pretty strange accent, and he posed in an unnatural way. Pretty offputting. Probably virtual.","The course is on Mastering Online Income","86","41","50","0","81","Male","","White or European","","47","Masters Degree (MS)","","5efe5679c3d6bf16d5af6ba6"
"2024-05-21 16:06:22","2024-05-21 16:12:15","IP Address","100","353","True","2024-05-21 16:12:16","R_6EErtBp6E6OxIXU","","","","","anonymous","EN","I agree","5f270b6b6a67d6078094350c","Paul","Purple","No","No","no","The course is on Mastering Online Income","61","0","8","0","20","Female","","Asian","","28","College Graduate (4 year)","","5f270b6b6a67d6078094350c"
"2024-05-21 16:11:24","2024-05-21 16:13:30","IP Address","100","126","True","2024-05-21 16:13:30","R_7PbZPQWJzoe8yCf","","","","","anonymous","EN","I agree","65c10fce51dc8b722a7fd011","Paul","Purple","No","Yes","No","The course is on Mastering Online Income","60","60","50","40","60","Female","","Black or African American","","29","College Graduate (4 year)","","65c10fce51dc8b722a7fd011"
"2024-05-21 16:07:17","2024-05-21 16:14:47","IP Address","100","449","True","2024-05-21 16:14:47","R_331zvyG1XNWU4SA","","","","","anonymous","EN","I agree","5c4d5328889752000156a11d","Paul","Purple","Yes","No","I was surprised that such a course would be offered by a business school because they do not seem to focus ordinarily on the needs of gig workers. ","The course is on Mastering Online Income","50","38","38","50","76","Male","","White or European","","52","College Graduate (4 year)","","5c4d5328889752000156a11d"
"2024-05-21 15:58:31","2024-05-21 16:15:13","IP Address","100","1002","True","2024-05-21 16:15:14","R_1QRqPAMpFkthBPA","","","","","anonymous","EN","I agree","659808191190fc6e6c23a99f","Paul","Purple","Yes","No","It looked kind of strange and he never mentioned exactly what information he's teaching","The course is on Mastering Online Income","60","0","50","0","20","Female","","White or European","","30","High School or Equivalent","","659808191190fc6e6c23a99f"
"2024-05-21 16:03:38","2024-05-21 16:15:22","IP Address","100","703","True","2024-05-21 16:15:22","R_5fIbHILl4P5KuzA","","","","","anonymous","EN","I agree","60ad5f03939a57803959b569","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","40","52","72","41","71","Female","","Black or African American","","43","College Graduate (4 year)","","60ad5f03939a57803959b569"
"2024-05-21 16:00:17","2024-05-21 16:18:19","IP Address","100","1081","True","2024-05-21 16:18:20","R_6sXCnlQ8HE7QDVk","","","","","anonymous","EN","I agree","5f4c90b455e3b98a801967d0","Paul","Purple","No","No","no","The course is on Mastering Online Income","51","28","26","78","85","Male","","White or European","","32","High School or Equivalent","","5f4c90b455e3b98a801967d0"
"2024-05-21 16:15:39","2024-05-21 16:18:28","IP Address","100","169","True","2024-05-21 16:18:29","R_30SEVSBKiDtRCLP","","","","","anonymous","EN","I agree","5dcea4c3bc83380fe65dba2a","Paul","Purple","No","No","no","The course is on Mastering Online Income","50","50","50","50","70","Male","","White or European","","60","Doctoral Degree (PhD)","","5dcea4c3bc83380fe65dba2a"
"2024-05-21 16:12:22","2024-05-21 16:21:35","IP Address","100","552","True","2024-05-21 16:21:35","R_3Cw7JB08ax6S0XD","","","","","anonymous","EN","I agree","5bfff7c02213be0001c2c7cf","Paul","Purple","No","No","it seemed like it was a video created by AI.","The course is on Mastering Online Income","66","28","77","36","62","Female","","Hispanic or Latino","","34","High School or Equivalent","","5bfff7c02213be0001c2c7cf"
"2024-05-21 16:30:40","2024-05-21 16:34:25","IP Address","100","224","True","2024-05-21 16:34:25","R_7qyfqPrX7xPinCh","","","","","anonymous","EN","I agree","5f0a686635f72917e94c7a63","Paul","Purple","No","No","I thought the video was short and lacked information. ","The course is on Mastering Online Income","100","0","0","0","10","Prefer not to disclose","","Prefer Not to Say","","43","College Graduate (4 year)","","5f0a686635f72917e94c7a63"
