"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","P","H","surprise","likely_1","recommend_1","comfort_1","Q106","likely2_1","recommend2_1","comf2_1","easy_1","confident_1","PROLIFIC_PID","Q_URL","condition2","condition","scenarios_DO"
"4/14/23 16:06","4/14/23 16:07","0","Anonymized","100","68","1","4/14/23 16:07","R_1QsxJmdeOEMArBH","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","6","1","","7","6","5","3","8","5e2ba083f420f01f6e81c5ae","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e2ba083f420f01f6e81c5ae&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ce43105003ebee3bc654","robot","person","surprise"
"4/14/23 16:06","4/14/23 16:07","0","Anonymized","100","46","1","4/14/23 16:07","R_2EFVHUFeDLYgplO","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","0","2","","","","","9","9","5f42eec40c24ac531d4ca24a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f42eec40c24ac531d4ca24a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ce768debacda3fd976e9","robot","robot","P"
"4/14/23 16:06","4/14/23 16:08","0","Anonymized","100","133","1","4/14/23 16:08","R_1LZL0ly5YVndDB3","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","5","9","","","","","10","9","5b7aa12ea545240001d93c98","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5b7aa12ea545240001d93c98&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ce46210b99a27d9a06d8","robot","robot","P"
"4/14/23 16:08","4/14/23 16:09","0","Anonymized","100","64","1","4/14/23 16:09","R_2PdNisRlY4iMVxx","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","7","7","10","","10","10","10","10","10","57d1d04593d4400001cdc0db","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=57d1d04593d4400001cdc0db&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ceec4182ed48ff93d924","robot","person","surprise"
"4/14/23 16:08","4/14/23 16:10","0","Anonymized","100","91","1","4/14/23 16:10","R_3p3IVzrDOSUAe1G","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","5","8","","","","","7","6","5b6dbd2384a7760001c9c7fd","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5b6dbd2384a7760001c9c7fd&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439cee3b1441927b6e21eb8","person","person","H"
"4/14/23 16:11","4/14/23 16:12","0","Anonymized","100","41","1","4/14/23 16:12","R_23UySbVUtW1hL6c","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","4","7","5ca6bbf13b5fcf00100996e9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ca6bbf13b5fcf00100996e9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439cf850a772efe8822f0ba","robot","robot","P"
"4/14/23 16:11","4/14/23 16:12","0","Anonymized","100","47","1","4/14/23 16:12","R_8w8dqkiaB2EnzSp","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","8","9","","","","","10","10","63c34086cb929e7c9b844a67","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63c34086cb929e7c9b844a67&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439cfa2c819b0f8dd512df8","person","person","H"
"4/14/23 16:14","4/14/23 16:15","0","Anonymized","100","82","1","4/14/23 16:15","R_26byabxnTpnpRuC","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","9","1","9","1","8","5","8","","5","5adeb4e9f6b58c0001fa70aa","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5adeb4e9f6b58c0001fa70aa&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d0440a772efe8822f0d1","robot","person","surprise"
"4/14/23 16:14","4/14/23 16:16","0","Anonymized","100","81","1","4/14/23 16:16","R_3qPdA6OJwhF6WAG","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","10","1","10","10","10","10","10","63b7992d848592c307fe1e49","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63b7992d848592c307fe1e49&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d05c20fa236d05e3e059","robot","person","surprise"
"4/14/23 16:25","4/14/23 16:25","0","Anonymized","100","27","1","4/14/23 16:25","R_3qrJJWGylfGktMm","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","7","7","","","","","7","9","642b13588b14d970fd232575","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=642b13588b14d970fd232575&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d2c5ba9295e833b81bb1","robot","robot","P"
"4/14/23 16:26","4/14/23 16:27","0","Anonymized","100","53","1","4/14/23 16:27","R_Wj1F9rCj6VnkbQd","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","3","10","5","","","","","0","0","580cab86b869700001d71628","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=580cab86b869700001d71628&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d3021157d12f35aa4e74","person","person","H"
"4/14/23 16:26","4/14/23 16:28","0","Anonymized","100","97","1","4/14/23 16:28","R_z1Pccm4beJMNSfL","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","10","10","5d2fbee1fb16450018a7a023","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d2fbee1fb16450018a7a023&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d316f7d6f4c1f1d9768f","robot","robot","P"
"4/14/23 16:27","4/14/23 16:28","0","Anonymized","100","72","1","4/14/23 16:28","R_3qxJqIihX0i7bRT","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","10","1","8","9","10","10","10","5f084fffd931c103fbd4228a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f084fffd931c103fbd4228a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d335a97de9c9f89815d6","robot","person","surprise"
"4/14/23 16:27","4/14/23 16:28","0","Anonymized","100","108","1","4/14/23 16:28","R_1K0VlHByet4i7xq","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","10","8","","10","10","10","10","10","5d9ed6d5a40b0200173dc7f9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d9ed6d5a40b0200173dc7f9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d331feb6f36e490a2f2e","robot","person","surprise"
"4/14/23 16:29","4/14/23 16:30","0","Anonymized","100","53","1","4/14/23 16:30","R_79ZtUaBr9fbyXNT","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","9","","","","","10","10","574dc90512d86b000f833ab0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=574dc90512d86b000f833ab0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d3cf9785a2b15693d90e","robot","robot","P"
"4/14/23 16:26","4/14/23 16:31","0","Anonymized","100","259","1","4/14/23 16:31","R_pi3kL5Uw9BE936F","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","10","10","","","","","10","10","583f12f545073d0001fac52d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=583f12f545073d0001fac52d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d3245c60141875533aba","person","person","H"
"4/14/23 16:31","4/14/23 16:32","0","Anonymized","100","72","1","4/14/23 16:32","R_Rt8xoMXT7YVBZyF","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","7","7","","","","","6","5","60bac4eb11e08e852fd030ab","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60bac4eb11e08e852fd030ab&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d443f060e25a88339951","person","person","H"
"4/14/23 16:36","4/14/23 16:37","0","Anonymized","100","53","1","4/14/23 16:37","R_10ZcBIcvHpAAWbz","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","7","8","1","8","7","8","7","6","5a01a0fd728b1b0001ad89f8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5a01a0fd728b1b0001ad89f8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d5791e48f6a431c480d5","robot","person","surprise"
"4/14/23 16:38","4/14/23 16:40","0","Anonymized","100","118","1","4/14/23 16:40","R_1OrfTv53Jtd2sPq","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","4","4","3","","","","","2","8","60c2670ee246bb9e550f9088","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60c2670ee246bb9e550f9088&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d5d155aa5fd8228b6fb6","robot","robot","P"
"4/14/23 16:40","4/14/23 16:40","0","Anonymized","100","34","1","4/14/23 16:40","R_BWg3QcQxBAG3v9f","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","4","3","3","","","","","8","7","6317ff092d6b47344b7d1ec5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6317ff092d6b47344b7d1ec5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d63ee96da117ab1974e1","person","person","H"
"4/14/23 16:41","4/14/23 16:42","0","Anonymized","100","63","1","4/14/23 16:42","R_2rxr6gRUSMC7HNT","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","3","3","","9","7","6","10","9","596fea64a5c32a0001584755","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=596fea64a5c32a0001584755&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d69af5d1fbb8c8197524","robot","person","surprise"
"4/14/23 16:41","4/14/23 16:42","0","Anonymized","100","70","1","4/14/23 16:42","R_3PMGyfN8RcDyR0q","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","7","7","","","","","8","7","60fdba6ce646a6a6bdf5c8d5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60fdba6ce646a6a6bdf5c8d5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d6a1690467fd3bd4a99b","robot","robot","P"
"4/14/23 16:46","4/14/23 16:47","0","Anonymized","100","85","1","4/14/23 16:48","R_Yaciju7rdneeW1b","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","7","10","","","","","10","8","6419cedec2078147e5682474","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6419cedec2078147e5682474&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d7c4f88f0c511e672d23","person","person","H"
"4/14/23 16:52","4/14/23 16:53","0","Anonymized","100","47","1","4/14/23 16:53","R_vHc86UMrCqLiZH3","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","9","10","5f5452df72345118f58d187b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f5452df72345118f58d187b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d91e1a3ca9ec91e04bca","robot","robot","P"
"4/14/23 16:56","4/14/23 16:56","0","Anonymized","100","38","1","4/14/23 16:56","R_XANBADLUQEpOe9r","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","9","9","","","","","9","9","5d68617918cff500013f0bb8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d68617918cff500013f0bb8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d9f2bcf2f1f9ec80631f","person","person","H"
"4/14/23 16:55","4/14/23 16:57","0","Anonymized","100","115","1","4/14/23 16:57","R_5pCHbqtrc0gwVS9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","9","1","8","8","9","6","9","63e55f03b3c1f7481cec6eb9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63e55f03b3c1f7481cec6eb9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439d9eda496279b6fdc45ac","robot","person","surprise"
"4/14/23 17:01","4/14/23 17:01","0","Anonymized","100","43","1","4/14/23 17:01","R_3s0L6WeMSqSeY2U","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","9","10","10","","","","","7","10","5e77dd22a02ca535d408b61f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e77dd22a02ca535d408b61f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439db2a58a803d7d33bc5f0","robot","robot","P"
"4/14/23 17:02","4/14/23 17:03","0","Anonymized","100","85","1","4/14/23 17:03","R_1IQNuz5X99fhKKW","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","9","","","","","8","9","59949236c825cf0001d7dcdc","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=59949236c825cf0001d7dcdc&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439db7af3f82c2e0f9a06f5","person","person","H"
"4/14/23 17:04","4/14/23 17:05","0","Anonymized","100","55","1","4/14/23 17:05","R_1gu4bhoXWyDUgAX","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","7","10","1","8","7","10","9","10","5f4b3cf86618635f0e7d250b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f4b3cf86618635f0e7d250b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dbe78d9b21a1d622f054","robot","person","surprise"
"4/14/23 17:06","4/14/23 17:06","0","Anonymized","100","50","1","4/14/23 17:06","R_3qJyFYAJiUNSRBK","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","5","4","1","6","4","6","3","6","63d80145d2f0da3ee6a8d523","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d80145d2f0da3ee6a8d523&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dc3ce8af6bbfb28b0b57","robot","person","surprise"
"4/14/23 17:09","4/14/23 17:11","0","Anonymized","100","76","1","4/14/23 17:11","R_tF0iQSjVmkHr6kV","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","6","10","","","","","10","10","62dcc5dc8fcf471ec987e7cf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62dcc5dc8fcf471ec987e7cf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dd2b42769368140a2f80","person","person","H"
"4/14/23 17:09","4/14/23 17:11","0","Anonymized","100","72","1","4/14/23 17:11","R_1flSlDbsIoAagWJ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","9","9","9","","","","","9","9","63bc819194ca25a555eb8fb5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63bc819194ca25a555eb8fb5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dd3f8910846c287973e6","robot","robot","P"
"4/14/23 17:14","4/14/23 17:15","0","Anonymized","100","29","1","4/14/23 17:15","R_eLhwxlrpvLxpgQ1","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","8","8","","","","","5","7","5884593bd920ed0001fdccb4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5884593bd920ed0001fdccb4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439de59c9f08301f8cd6202","robot","robot","P"
"4/14/23 17:15","4/14/23 17:16","0","Anonymized","100","48","1","4/14/23 17:16","R_3MFL3hN8HhxuVJx","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","5","7","","","","","10","10","629e32cb3a519aff19a0b4cf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=629e32cb3a519aff19a0b4cf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439de881f07c727e6dc4585","person","person","H"
"4/14/23 17:18","4/14/23 17:19","0","Anonymized","100","83","1","4/14/23 17:19","R_2y4bUBZvEdb3GAd","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","8","7","1","5","7","6","3","5","612fcbbd5386d9edb42da147","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=612fcbbd5386d9edb42da147&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439df3e132040dc6996d50f","robot","person","surprise"
"4/14/23 17:10","4/14/23 17:20","0","Anonymized","100","568","1","4/14/23 17:20","R_1Ok3J5WTmHCDOCN","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","7","1","0","0","0","6","9","55b1add5fdf99b6731f04c5a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=55b1add5fdf99b6731f04c5a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dd642a9c7cf1e495585c","robot","person","surprise"
"4/14/23 17:20","4/14/23 17:21","0","Anonymized","100","66","1","4/14/23 17:21","R_1in96hdQZnIj5ZM","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","6","6","4","","","","","7","8","62e0629e7fbb8a1907dade0e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62e0629e7fbb8a1907dade0e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439dfb679df7d2c80c48116","robot","robot","P"
"4/14/23 17:22","4/14/23 17:23","0","Anonymized","100","68","1","4/14/23 17:23","R_32VXnc0d2bRLSQK","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","10","10","","","","","10","10","63e589c58e069e904b031beb","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63e589c58e069e904b031beb&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e02ac9f08301f8cd6222","person","person","H"
"4/14/23 17:38","4/14/23 17:40","0","Anonymized","100","79","1","4/14/23 17:40","R_2dJSb9ma9Hy0grY","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","5","1","4","6","5","6","6","63b777804c8a26a81128a248","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63b777804c8a26a81128a248&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e3fca7ea6b93efcd61f1","robot","person","surprise"
"4/14/23 17:38","4/14/23 17:40","0","Anonymized","100","95","1","4/14/23 17:40","R_1rlGsyBJvHpRR7Y","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","10","10","10","","","","","","10","6003ef9269c7814f0ca7b46a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6003ef9269c7814f0ca7b46a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e3ca3bedf002a396d51c","person","person","H"
"4/14/23 17:44","4/14/23 17:45","0","Anonymized","100","70","1","4/14/23 17:45","R_Re0h9t8uMsjh5SN","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","8","10","","","","","10","10","5eb9af967fbf4b0d17bbe946","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5eb9af967fbf4b0d17bbe946&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e536897dd40060e04b84","person","person","H"
"4/14/23 17:49","4/14/23 17:49","0","Anonymized","100","23","1","4/14/23 17:49","R_2908NMjFmnKd0vl","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","7","7","","","","","7","7","63d42902a85ae3e7b4920266","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d42902a85ae3e7b4920266&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e66cbab40e01a93398e3","robot","robot","P"
"4/14/23 17:54","4/14/23 17:57","0","Anonymized","100","149","1","4/14/23 17:57","R_6G3usb7tZvjzyVP","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","3","9","","2","2","3","9","9","5feffe5b069e3b33013fc664","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5feffe5b069e3b33013fc664&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e7ca015dd8060db81bb3","robot","person","surprise"
"4/14/23 18:02","4/14/23 18:04","0","Anonymized","100","121","1","4/14/23 18:04","R_26l58SFcy06SZUV","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","7","8","","","","","7","5","5720a9f6fd3a5200113c1891","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5720a9f6fd3a5200113c1891&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e989cc295846319a0680","person","person","H"
"4/14/23 18:03","4/14/23 18:05","0","Anonymized","100","84","1","4/14/23 18:05","R_wKMmcAJ1ZWVXhBf","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","8","3","","","","","10","10","62f0f422c25e8ccbcb742154","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62f0f422c25e8ccbcb742154&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439e9d8b0ab8996050a2f29","robot","robot","P"
"4/14/23 18:08","4/14/23 18:08","0","Anonymized","100","36","1","4/14/23 18:08","R_21mQLiOWubdHaQp","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","6","7","1","5","3","3","8","9","60fd89617258b322c92fdd03","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60fd89617258b322c92fdd03&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ead9b205d3a27d9a0665","robot","person","surprise"
"4/14/23 18:08","4/14/23 18:14","0","Anonymized","100","381","1","4/14/23 18:14","R_2qekc2rjrLRR9HK","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","6","8","1","6","6","6","7","8","5dc59aea37023940a0860dea","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5dc59aea37023940a0860dea&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439eaeb65fc0a80859929ff","robot","person","surprise"
"4/14/23 18:20","4/14/23 18:22","0","Anonymized","100","112","1","4/14/23 18:22","R_ur0IGeu8BpU0e6R","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","1","7","","","","","10","7","61fa92365719bc09cb8349bf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=61fa92365719bc09cb8349bf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439edc8849e6cb7f4992a09","robot","robot","P"
"4/14/23 18:21","4/14/23 18:23","0","Anonymized","100","133","1","4/14/23 18:23","R_4IROR9wQJd4gv2F","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","3","1","2","","","","","8","10","5e9389d87d6dc1078fe0ebee","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e9389d87d6dc1078fe0ebee&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439edf7e8ec94ea3893d8ee","person","person","H"
"4/14/23 18:27","4/14/23 18:30","0","Anonymized","100","178","1","4/14/23 18:30","R_3iVxDD27gatQOR8","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","7","7","7","","","","","7","7","5f75fe812fefba02d15300c4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f75fe812fefba02d15300c4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ef5d7ef917e2a051225a","person","person","H"
"4/14/23 18:29","4/14/23 18:30","0","Anonymized","100","67","1","4/14/23 18:30","R_2dvjgbArNJP9x5H","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","4","3","1","7","8","7","9","9","60b7c559803665ec56ca8b2c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60b7c559803665ec56ca8b2c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439efdd0bbce75e398b6fc0","robot","person","surprise"
"4/14/23 18:30","4/14/23 18:31","0","Anonymized","100","67","1","4/14/23 18:31","R_3McmWaXGHou1pEM","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","9","","","","","9","9","5e8ea833d4e24915d6880320","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e8ea833d4e24915d6880320&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439f004c146611b79713c0d","robot","robot","P"
"4/14/23 18:40","4/14/23 18:42","0","Anonymized","100","133","1","4/14/23 18:42","R_22QVA1VvC8UCSYs","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","5","6","","7","6","5","7","7","600b6a6e08c6ec135024ce32","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=600b6a6e08c6ec135024ce32&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439f26475e5fbc52765d513","robot","person","surprise"
"4/14/23 18:52","4/14/23 18:56","0","Anonymized","100","211","1","4/14/23 18:56","R_YYp3KgVX8Qj3sFb","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","7","7","","","","","7","7","5c281f7170d93a0001211396","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c281f7170d93a0001211396&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439f51d66dbf7b57fcd622f","robot","robot","P"
"4/14/23 18:57","4/14/23 18:58","0","Anonymized","100","50","1","4/14/23 18:58","R_2QJqdCzBT84bnRE","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","3","7","","","","","7","0","63eae344b9cb08c33eac6a14","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63eae344b9cb08c33eac6a14&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439f682e7dca3c6c4672d0d","person","person","H"
"4/14/23 19:08","4/14/23 19:09","0","Anonymized","100","48","1","4/14/23 19:09","R_2qsbeidoq3kW7Lp","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","5","5","","","","","7","7","55cb7ae1fdf99b3c26ae4c6d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=55cb7ae1fdf99b3c26ae4c6d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439f8fa8b13ef9c3e65d525","robot","robot","P"
